Name,min,Tchar,Tchar_uncertainty,θchar,θchar_uncertainty,ΔCp,ΔCp_uncertainty,d,d_uncertainty
1-Decanol,0.0019375879621927315,428.86871261370004,1.0350382413601535,32.85453763680634,2.173489761831472,111.12165918014179,62.23026616778613,0.0002471439652634367,7.052613585644966e-6
1-Undecanol,0.001261938150202181,443.85601494977453,1.0902713871627567,33.54510103110216,2.2035585810673757,112.20263987120104,61.01701374681767,0.0002471439652634367,7.052613585644966e-6
"2-Pentanone, 4-methyl-",3.9342153079178284e-5,330.65067383524985,0.913936401271544,27.663594099400513,1.2122166092373385,118.1021437998282,395.49815588890687,0.0002471439652634367,7.052613585644966e-6
2-Hexanone,0.0008462997898775693,341.0074346897902,0.6897063796468476,28.267166925681167,1.795555445954651,121.20159313721183,265.0744881394323,0.0002471439652634367,7.052613585644966e-6
2-Decanone,0.000253030140320581,416.3730803444787,1.011740060714731,32.41937702105833,2.1688993898677142,91.84122250659122,63.16859514906212,0.0002471439652634367,7.052613585644966e-6
2-Undecanone,0.0003510909956283324,432.10274802831725,1.0575181714841912,33.08219674849067,2.1528421426433066,94.49426466360025,60.016552402421176,0.0002471439652634367,7.052613585644966e-6
2-Dodecanone,0.00014999437847205272,446.88137840237476,1.1096633523212736,33.689630605663986,2.1858072045693935,97.7198709175138,59.5368307649676,0.0002471439652634367,7.052613585644966e-6
2-Tridecanone,0.0008958629690964769,460.77441700744436,1.1372270356884338,34.26241313904175,2.1874672789915484,102.99839438283931,58.892044655833466,0.0002471439652634367,7.052613585644966e-6
2-Pentadecanone,0.002898133102742712,486.2002780180155,1.2183303935863126,35.09410376799007,2.26118838609762,108.81623010384571,61.08192061159044,0.0002471439652634367,7.052613585644966e-6
Propiophenone,0.0002907008954412573,412.3419548557157,1.0965778332008125,33.959610254327394,2.3567608446793042,79.49584844062376,59.5745683510639,0.0002471439652634367,7.052613585644966e-6
Butyrophenone,0.0003743681423046104,426.63930304418693,1.133035731609433,34.57960054503081,2.303305077580534,83.27340370543132,55.3703773399386,0.0002471439652634367,7.052613585644966e-6
Valerophenone,0.0007808571314909319,442.25902151827745,1.1780077812566008,35.084301296109096,2.2886774193328248,83.50452172484518,53.89110270648907,0.0002471439652634367,7.052613585644966e-6
Hexanophenone,0.0004299722504302737,456.9407092340957,1.231061462918106,35.71939054158197,2.3389111431067646,90.9942081439139,54.19870149293212,0.0002471439652634367,7.052613585644966e-6
Heptanophenone,0.0008869233703352932,470.71486941270206,1.2661761840929648,36.1511885295953,2.352880849381952,93.90083745130693,54.656304578394874,0.0002471439652634367,7.052613585644966e-6
Octanophenone,0.0018065009364454977,483.8555740022768,1.308134069855544,36.627967945227006,2.39545741027052,99.30028946688876,55.723157879562,0.0002471439652634367,7.052613585644966e-6
