Name,CAS,Phase,Tchar,thetachar,DeltaCp,phi0,Source,Cat_1,Cat_2,Cat_3
Linalool,78-70-6,Rxi5SilMS,149.65,35.646,72.652,0.002,Brehmer2022,allergenic fragrances,terpene,
Aniline,62-53-3,Rxi5SilMS,129.14,36.776,66.02,0.002,Brehmer2022,anilines,aromatic,
n-Butylbenzene,104-51-8,Rxi5SilMS,144.69,37.176,65.745,0.002,Brehmer2022,aromatic,,
2-Heptanone,110-43-0,Rxi5SilMS,108.15,33.442,63.818,0.002,Brehmer2022,alkanones,ketone,
2-Nonanone,821-55-6,Rxi5SilMS,147.41,35.538,79.722,0.002,Brehmer2022,alkanones,ketone,
Nitrobenzene,98-95-3,Rxi5SilMS,152.56,38.937,62.445,0.002,Brehmer2022,aromatic,,
Nonanal,124-19-6,Rxi5SilMS,150.25,35.726,75.672,0.002,Brehmer2022,aldehyde,Grob,
1-Phenyl-2-propanol,698-87-3,Rxi5SilMS,159.12,38.277,70.416,0.002,Brehmer2022,aromatic,,
Hexan-1-ol,111-27-3,Rxi5SilMS,102.92,32.713,74.139,0.002,Brehmer2022,alcohols,alcohol,
Chlorobenzene,108-90-7,Rxi5SilMS,102.66,35.699,59.395,0.002,Brehmer2022,aromatic,,
2-Nitrophenol,88-75-5,Rxi5SilMS,159.44,38.669,56.44,0.002,Brehmer2022,aromatic,,
"3,5-Dimethylphenol",108-68-9,Rxi5SilMS,161.42,36.71,83.937,0.002,Brehmer2022,aromatic,,
2-Chloroaniline,95-51-2,Rxi5SilMS,159.58,39.29,67.354,0.002,Brehmer2022,aromatic,,
Phenol,108-95-2,Rxi5SilMS,125.23,34.32,87.882,0.002,Brehmer2022,aromatic,,
Naphthalene,91-20-3,Rxi5SilMS,148.52,35.957,26.619,0.001,Brehmer2022,PAH,,
Acenaphthylene,208-96-8,Rxi5SilMS,189.65,37.599,40.776,0.001,Brehmer2022,PAH,,
Acenaphthene,83-32-9,Rxi5SilMS,193.76,37.652,54.42,0.001,Brehmer2022,PAH,,
Fluorene,86-73-7,Rxi5SilMS,207.06,37.956,52.023,0.001,Brehmer2022,PAH,,
Phenanthrene,85-01-8,Rxi5SilMS,232.46,39.849,64.422,0.001,Brehmer2022,PAH,,
Anthracene,120-12-7,Rxi5SilMS,233.71,39.299,45.722,0.001,Brehmer2022,PAH,,
Fluoranthene,206-44-0,Rxi5SilMS,263.72,41.535,71.358,0.001,Brehmer2022,PAH,,
Pyrene,129-00-0,Rxi5SilMS,270.11,42.208,65.622,0.001,Brehmer2022,PAH,,
Benz[a]anthracene,56-55-3,Rxi5SilMS,300.58,42.907,74.265,0.001,Brehmer2022,PAH,,
Chrysene,218-01-9,Rxi5SilMS,301.63,43.047,73.219,0.001,Brehmer2022,PAH,,
Benzo[b]fluoranthene,205-99-2,Rxi5SilMS,326.98,44.261,80.125,0.001,Brehmer2022,PAH,,
Benzo[k]fluoranthene,207-08-9,Rxi5SilMS,327.59,44.316,81.622,0.001,Brehmer2022,PAH,,
Benzo[a]pyrene,50-32-8,Rxi5SilMS,334.84,45.118,80.056,0.001,Brehmer2022,PAH,,
"Indeno[1,2,3-cd]pyrene",193-39-5,Rxi5SilMS,358.66,47.415,102.92,0.001,Brehmer2022,PAH,,
"Dibenzo[a,h]anthracene",53-70-3,Rxi5SilMS,357.43,45.952,99.647,0.001,Brehmer2022,PAH,,
"Benzo[g,h,i]perylene",191-24-2,Rxi5SilMS,370.48,56.064,174.64,0.001,Brehmer2022,PAH,,
PCB 28,7012-37-5,Rxi5SilMS,239.52,37.678,24.159,0.001,Brehmer2022,PCB,,
PCB 52,35693-99-3,Rxi5SilMS,246.13,37.383,33.161,0.001,Brehmer2022,PCB,,
PCB 101,37680-73-2,Rxi5SilMS,263.8,38.128,63.278,0.001,Brehmer2022,PCB,,
PCB 138,35065-28-2,Rxi5SilMS,286.36,39.461,85.047,0.001,Brehmer2022,PCB,,
PCB 153,35065-27-1,Rxi5SilMS,280.64,38.893,77.795,0.001,Brehmer2022,PCB,,
PCB 180,35065-29-3,Rxi5SilMS,299.31,39.853,83.57,0.001,Brehmer2022,PCB,,
PCB 138,35065-28-2,Rxi5SilMS,286.76,39.799,78.936,0.001,Brehmer2022,PCB,,
PCB 28,7012-37-5,Rxi17SilMS,257.18,44.513,173.01,0.001,Brehmer2022,PCB,,
PCB 52,35693-99-3,Rxi17SilMS,263.82,45.906,218.95,0.001,Brehmer2022,PCB,,
PCB 101,37680-73-2,Rxi17SilMS,279.55,42.476,139.77,0.001,Brehmer2022,PCB,,
PCB 138,35065-28-2,Rxi17SilMS,306.81,45.383,159.18,0.001,Brehmer2022,PCB,,
PCB 153,35065-27-1,Rxi17SilMS,294.65,40.764,101.71,0.001,Brehmer2022,PCB,,
PCB 180,35065-29-3,Rxi17SilMS,316.48,43.914,140.8,0.001,Brehmer2022,PCB,,
PCB 28,7012-37-5,Rxi5SilMS,269.33,47.105,108.1,0.002,Brehmer2022,PCB,,
PCB 52,35693-99-3,Rxi5SilMS,276.1,47.072,115.78,0.002,Brehmer2022,PCB,,
PCB 101,37680-73-2,Rxi5SilMS,294.81,47.78,117.89,0.002,Brehmer2022,PCB,,
PCB 138,35065-28-2,Rxi5SilMS,318.7,48.915,112.75,0.002,Brehmer2022,PCB,,
PCB 153,35065-27-1,Rxi5SilMS,312.05,47.854,111.22,0.002,Brehmer2022,PCB,,
PCB 180,35065-29-3,Rxi5SilMS,330.9,47.826,97.972,0.002,Brehmer2022,PCB,,
PCB 28,7012-37-5,Rxi17SilMS,256.41,43.051,151.97,0.001,Brehmer2022,PCB,,
PCB 52,35693-99-3,Rxi17SilMS,262.17,42.307,150.82,0.001,Brehmer2022,PCB,,
PCB 101,37680-73-2,Rxi17SilMS,279.52,42.073,129.11,0.001,Brehmer2022,PCB,,
PCB 138,35065-28-2,Rxi17SilMS,303.32,40.037,62.707,0.001,Brehmer2022,PCB,,
PCB 138,35065-28-2,Rxi17SilMS,305.12,42.058,96.773,0.001,Brehmer2022,PCB,,
PCB 153,35065-27-1,Rxi17SilMS,294.31,39.699,72.156,0.001,Brehmer2022,PCB,,
PCB 180,35065-29-3,Rxi17SilMS,316.06,43.001,125.4,0.001,Brehmer2022,PCB,,
Propiophenone,93-55-0,Rxi17SilMS,154.16,36.408,132.02,0.001,Brehmer2022,phenones,phenone,
Butyrophenone,495-40-9,Rxi17SilMS,165.94,36.145,119.65,0.001,Brehmer2022,phenones,phenone,
Valerophenone,1009-14-9,Rxi17SilMS,180.35,37.085,139.82,0.001,Brehmer2022,phenones,phenone,
Hexanophenone,942-92-7,Rxi17SilMS,193.72,37.169,136.76,0.001,Brehmer2022,phenone,,
Heptanophenone,1671-75-6,Rxi17SilMS,205.11,35.534,101.85,0.001,Brehmer2022,phenones,phenone,
Octanophenone,1674-37-9,Rxi17SilMS,217.92,36.987,133.13,0.001,Brehmer2022,phenones,phenone,
Propiophenone,93-55-0,Rxi5SilMS,164.74,38.564,68.914,0.002,Brehmer2022,phenones,phenone,
Butyrophenone,495-40-9,Rxi5SilMS,179.18,38.985,70.837,0.002,Brehmer2022,phenones,phenone,
Valerophenone,1009-14-9,Rxi5SilMS,195.13,39.499,76.512,0.002,Brehmer2022,phenones,phenone,
Hexanophenone,942-92-7,Rxi5SilMS,210.01,39.917,82.994,0.002,Brehmer2022,phenone,,
Heptanophenone,1671-75-6,Rxi5SilMS,224.31,40.947,101.2,0.002,Brehmer2022,phenones,phenone,
Octanophenone,1674-37-9,Rxi5SilMS,238.12,42.007,115.29,0.002,Brehmer2022,phenones,phenone,
Propiophenone,93-55-0,Rxi5SilMS,141.63,33.878,82.216,0.001,Brehmer2022,phenones,phenone,
Butyrophenone,495-40-9,Rxi5SilMS,155.77,34.326,83.673,0.001,Brehmer2022,phenones,phenone,
Valerophenone,1009-14-9,Rxi5SilMS,171.32,34.674,84.815,0.001,Brehmer2022,phenones,phenone,
Hexanophenone,942-92-7,Rxi5SilMS,185.82,34.833,84.36,0.001,Brehmer2022,phenone,,
Heptanophenone,1671-75-6,Rxi5SilMS,199.45,35.186,93.177,0.001,Brehmer2022,phenones,phenone,
Octanophenone,1674-37-9,Rxi5SilMS,212.34,35.512,102.42,0.001,Brehmer2022,phenones,phenone,
Glyceryl triacetate,102-76-1,Rxi17SilMS,173.1,30.824,573.97,0.001,Brehmer2022,triglyceride,,
Glyceryl tributyrate,60-01-5,Rxi17SilMS,229.76,35.923,287.27,0.001,Brehmer2022,triglyceride,,
Glyceryl trihexanoate,621-70-5,Rxi17SilMS,279.28,35.679,203.34,0.001,Brehmer2022,triglyceride,,
Glyceryl trioctanoate,538-23-8,Rxi17SilMS,318.75,35.386,225.42,0.001,Brehmer2022,triglyceride,,
Glyceryl tridecanoate,621-71-6,Rxi17SilMS,357.5,44.375,431.03,0.001,Brehmer2022,triglyceride,,
Glyceryl trilaurate,538-24-9,Rxi17SilMS,393.69,54.435,595.05,0.001,Brehmer2022,triglyceride,,
2-Octanone,111-13-7,Rxi5SilMS,126.27,33.435,80.005,0.002,RPE-Leppert2023,alkanones,ketone,
4-Fluoroaniline,371-40-4,Rxi5SilMS,130.79,35.367,85.112,0.002,RPE-Leppert2023,aromatic,,
"2,6-Dimethylphenol",576-26-1,Rxi5SilMS,151.16,36.894,85.284,0.002,RPE-Leppert2023,aromatic,Grob,
Octan-1-ol,111-87-5,Rxi5SilMS,140.82,33.974,90.359,0.002,RPE-Leppert2023,Grob,alcohol,alcohols
"1,3-Dichlorobenzene",541-73-1,Rxi5SilMS,134.84,37.043,67.639,0.002,RPE-Leppert2023,aromatic,,
Cyclohexanone,108-94-1,Rxi5SilMS,110.77,35.134,70.719,0.002,RPE-Leppert2023,ketone,,
4-Methylphenol,106-44-5,Rxi5SilMS,142.02,35.156,109.72,0.002,RPE-Leppert2023,aromatic,,
Aniline,62-53-3,Rxi5SilMS,126.82,35.69,77.679,0.002,RPE-Leppert2023,anilines,aromatic,
n-Butylbenzene,104-51-8,Rxi5SilMS,142.37,36.135,71.759,0.002,RPE-Leppert2023,aromatic,,
Nonan-2-one,821-55-6,Rxi5SilMS,145.08,34.4,82.609,0.002,RPE-Leppert2023,alkanones,ketone,
1-Phenyl-2-propanol,698-87-3,Rxi5SilMS,156.84,37.472,78.798,0.002,RPE-Leppert2023,aromatic,,
Hexan-1-ol,111-27-3,Rxi5SilMS,100.93,31.339,82.713,0.002,RPE-Leppert2023,alcohols,alcohol,
Methyl heptadecanoate,1731-92-6,Stabilwax,215.95,27.615,8.5664,0.001,RPE,FAME,FAMEs,
cis-10-Heptadecenoic acid methyl ester,75190-82-8,Stabilwax,219.26,28.508,19.453,0.001,RPE,FAME,,
Methyl stearate,112-61-8,Stabilwax,225.66,28.256,24.554,0.001,RPE,FAME,FAMEs,
trans-9-Elaidic acid methyl ester,1937-62-8,Stabilwax,227.97,28.872,36.851,0.001,RPE,FAME,,
cis-9-Oleic acid methyl ester,112-62-9,Stabilwax,228.62,29.34,38.51,0.001,RPE,FAME,,
Methyl linolelaidate,2566-97-4,Stabilwax,232.41,28.886,25.041,0.001,RPE,FAME,,
Methyl linoleate,112-63-0,Stabilwax,233.92,30.693,68.447,0.001,RPE,FAME,,
Methyl arachidate,1120-28-1,Stabilwax,244.52,29.92,65.042,0.001,RPE,FAME,FAMEs,
Methyl γ-linolenate,132029-16-4,Stabilwax,235.54,29.496,21.698,0.001,RPE,FAME,,
Methyl cis-11-eicosenoate,2390-09-2,Stabilwax,246.75,30.327,55.716,0.001,RPE,FAME,,
Methyl linolenate,301-00-8,Stabilwax,238.51,29.593,23.811,0.001,RPE,FAME,,
Methyl heneicosanoate,6064-90-0,Stabilwax,253.96,31.198,95.931,0.001,RPE,FAME,FAMEs,
"cis-11,14-Eicosadienoic acid methyl ester",61012-46-2,Stabilwax,252.11,31.837,88.778,0.001,RPE,FAME,,
Methyl-Docosanoat,929-77-1,Stabilwax,264.37,33.982,165.81,0.001,RPE,FAME,FAMEs,
"cis-8,11,14-Eicosatrienoic acid methyl ester",21061-10-9,Stabilwax,254.86,32.326,91.219,0.001,RPE,FAME,,
Methyl erucate,1120-34-9,Stabilwax,266.89,34.56,155.34,0.001,RPE,FAME,,
"cis-11,14,17-Eicosatrienoic acid methyl ester",55682-88-7,Stabilwax,258.56,33.072,111.74,0.001,RPE,FAME,,
"cis-5,8,11,14-Eicosatetraenoic acid methyl ester",7771-44-0,Stabilwax,257.68,33.162,100.88,0.001,RPE,FAME,,
Methyl tricosanoate,2433-97-8,Stabilwax,274.4,36.482,210.36,0.001,RPE,FAME,FAMEs,
"cis-13,16-Docosadienoic acid methyl ester",61012-47-3,Stabilwax,272.01,35.912,172.18,0.001,RPE,FAME,,
Methyl lignocerate,2442-49-1,Stabilwax,283.26,37.54,215.83,0.001,RPE,FAME,,
"cis-5,8,11,14,17-Eicosapentaenoic acid methyl ester",2734-47-6,Stabilwax,265.08,35.462,144.06,0.001,RPE,FAME,,
Methyl nervonate,2733-88-2,Stabilwax,285.55,37.694,196.71,0.001,RPE,FAME,,
Methyl butyrate,623-42-7,ZB1ms,52.053,25.573,66.287,0.001,RPE,FAME,FAMEs,
Methyl hexanoate,106-70-7,ZB1ms,93.727,28.243,68.602,0.001,RPE,FAME,FAMEs,
Methyl octanoate,111-11-5,ZB1ms,129.73,30.326,83.807,0.001,RPE,FAME,FAMEs,
Methyl decanoate,110-42-9,ZB1ms,160.96,31.232,71.786,0.001,RPE,FAME,Grob,FAMEs
Methyl undecanoate,1731-86-8,ZB1ms,175.04,31.628,71.639,0.001,RPE,FAME,Grob,FAMEs
Methyl laurate,111-82-0,ZB1ms,188.5,32.295,81.407,0.001,RPE,FAME,Grob,FAMEs
Methyl tridecanoate,1731-88-0,ZB1ms,201.14,32.73,84.117,0.001,RPE,FAME,FAMEs,
Methyl myristate,124-10-7,ZB1ms,213.2,33.326,93.919,0.001,RPE,FAME,FAMEs,
Methyl myristoleate,92857-33-5,ZB1ms,211.92,33.664,92.488,0.001,RPE,FAME,,
Methyl pentadecanoate,7132-64-1,ZB1ms,224.59,33.71,97.876,0.001,RPE,FAME,FAMEs,
Methyl cis-10-pentadecenoate,90176-52-6,ZB1ms,223.39,33.993,94.507,0.001,RPE,FAME,,
Methyl palmitate,112-39-0,ZB1ms,235.4,34.117,105.34,0.001,RPE,FAME,FAMEs,
Methyl palmitoleate,1120-25-8,ZB1ms,233.31,34.031,84.911,0.001,RPE,FAME,,
cis-10-Heptadecenoic acid methyl ester,75190-82-8,ZB1ms,243.89,34.706,101.47,0.001,RPE,FAME,,
Methyl stearate,112-61-8,ZB1ms,255.58,34.756,113.27,0.001,RPE,FAME,FAMEs,
trans-9-Elaidic acid methyl ester,1937-62-8,ZB1ms,253.5,35.141,107.29,0.001,RPE,FAME,,
cis-9-Oleic acid methyl ester,112-62-9,ZB1ms,253.7,34.837,106.16,0.001,RPE,FAME,,
Methyl linolelaidate,2566-97-4,ZB1ms,253.29,35.964,123.31,0.001,RPE,FAME,,
Methyl linoleate,112-63-0,ZB1ms,252.66,34.766,108.79,0.001,RPE,FAME,,
Methyl arachidate,1120-28-1,ZB1ms,274.11,35.452,125.23,0.001,RPE,FAME,FAMEs,
Methyl γ-linolenate,132029-16-4,ZB1ms,251.46,35.523,104.66,0.001,RPE,FAME,,
Methyl cis-11-eicosenoate,2390-09-2,ZB1ms,272.25,36.0,126.43,0.001,RPE,FAME,,
Methyl linolenate,301-00-8,ZB1ms,253.37,35.397,105.56,0.001,RPE,FAME,,
Methyl heneicosanoate,6064-90-0,ZB1ms,282.58,35.555,127.4,0.001,RPE,FAME,FAMEs,
"cis-11,14-Eicosadienoic acid methyl ester",61012-46-2,ZB1ms,271.63,35.725,110.11,0.001,RPE,FAME,,
Methyl-Docosanoat,929-77-1,ZB1ms,290.88,35.761,130.85,0.001,RPE,FAME,FAMEs,
"cis-8,11,14-Eicosatrienoic acid methyl ester",21061-10-9,ZB1ms,270.31,36.281,116.91,0.001,RPE,FAME,,
Methyl erucate,1120-34-9,ZB1ms,289.31,36.289,130.56,0.001,RPE,FAME,,
"cis-11,14,17-Eicosatrienoic acid methyl ester",55682-88-7,ZB1ms,272.53,36.431,126.6,0.001,RPE,FAME,,
"cis-5,8,11,14-Eicosatetraenoic acid methyl ester",7771-44-0,ZB1ms,268.64,36.069,102.44,0.001,RPE,FAME,,
Methyl tricosanoate,2433-97-8,ZB1ms,299.01,36.231,142.22,0.001,RPE,FAME,FAMEs,
"cis-13,16-Docosadienoic acid methyl ester",61012-47-3,ZB1ms,289.05,36.469,127.96,0.001,RPE,FAME,,
Methyl lignocerate,2442-49-1,ZB1ms,306.59,36.205,138.1,0.001,RPE,FAME,,
"cis-5,8,11,14,17-Eicosapentaenoic acid methyl ester",2734-47-6,ZB1ms,269.17,36.141,99.601,0.001,RPE,FAME,,
Methyl nervonate,2733-88-2,ZB1ms,305.03,36.381,129.23,0.001,RPE,FAME,,
"cis-4,7,10,13,16,19-Docosahexaenoic acid methyl ester",301-01-9,ZB1ms,285.58,36.956,111.11,0.001,RPE,FAME,,
Pentanol,71-41-0,Stabilwax,96.226,24.495,7.6633,0.001,RPE,alcohol,alcohols,
Heptanol,111-70-6,Stabilwax,126.6,26.657,49.233,0.001,RPE,alcohol,alcohols,
Nonanol,143-08-8,Stabilwax,153.52,27.801,56.501,0.001,RPE,alcohol,alcohols,
Decanol,112-30-1,Stabilwax,165.97,28.294,59.34,0.001,RPE,alcohol,alcohols,
Undecanol,112-42-5,Stabilwax,178.33,29.253,74.696,0.001,RPE,alcohol,alcohols,
2-Decanone,693-54-9,Stabilwax,134.17,27.975,28.665,0.001,RPE,alkanones,ketone,
2-Undecanone,112-12-9,Stabilwax,148.23,28.731,37.905,0.001,RPE,alkanones,ketone,
2-Dodecanone,6175-49-1,Stabilwax,161.67,29.472,46.619,0.001,RPE,alkanones,ketone,
2-Tridecanone,593-08-8,Stabilwax,174.83,30.622,64.422,0.001,RPE,alkanones,ketone,
2-Pentadecanone,2345-28-0,Stabilwax,198.25,31.613,74.821,0.001,RPE,alkanones,ketone,
Propiophenone,93-55-0,Stabilwax,167.13,32.164,40.296,0.001,RPE,phenones,phenone,
Butyrophenone,495-40-9,Stabilwax,175.94,32.686,48.62,0.001,RPE,phenones,phenone,
Valerophenone,1009-14-9,Stabilwax,188.14,33.315,55.495,0.001,RPE,phenones,phenone,
Hexanophenone,942-92-7,Stabilwax,200.09,33.823,59.537,0.001,RPE,phenone,,
Heptanophenone,1671-75-6,Stabilwax,211.47,34.246,64.037,0.001,RPE,phenones,phenone,
Octanophenone,1674-37-9,Stabilwax,222.64,34.767,69.156,0.001,RPE,phenones,phenone,
(1R)-(-)-Fenchone,1195-79-5,Stabilwax,125.18,31.381,35.857,0.001,RPE,,,
(-)-alpha-Thujone,546-80-5,Stabilwax,128.09,30.644,23.968,0.001,RPE,,,
Camphor,76-22-2,Stabilwax,143.09,32.951,29.659,0.001,RPE,,,
L-menthone,14073-97-3,Stabilwax,134.86,31.938,43.971,0.001,RPE,,,
D-isomenthone,1196-31-2,Stabilwax,138.52,31.863,35.248,0.001,RPE,,,
d-Valerolactam,675-20-7,Stabilwax,215.14,36.473,58.877,0.001,RPE,,,
Safranal,116-26-7,Stabilwax,158.57,32.647,44.747,0.001,RPE,,,
Octyl acetate,112-14-1,Stabilwax,131.77,28.025,59.517,0.001,RPE,carboxylate esters,,
(-)-Verbenone,80-57-9,Stabilwax,168.0,34.321,39.237,0.001,RPE,,,
Neral,106-26-3,Stabilwax,161.14,31.341,50.926,0.001,RPE,allergenic fragrances,,
Geranial,141-27-5,Stabilwax,167.04,31.542,60.795,0.001,RPE,allergenic fragrances,,
(R)-(+)-Pulegone,89-82-7,Stabilwax,158.95,32.779,35.803,0.001,RPE,,,
(S)-(+)-Carvone,2244-16-8,Stabilwax,169.98,33.519,48.707,0.001,RPE,,,
Piperitone,89-81-6,Stabilwax,169.96,33.992,44.761,0.001,RPE,,,
Isobornyl acetate,76-49-3,Stabilwax,150.41,32.055,53.28,0.001,RPE,allergenic fragrances,,
Geranyl acetate,105-87-3,Stabilwax,167.0,29.099,47.755,0.001,RPE,,,
(-)-Caryophyllene oxide,13877-94-6,Stabilwax,201.9,37.135,58.566,0.001,RPE,,,
(+)-Nootkatone,4674-50-4,Stabilwax,256.62,41.093,70.796,0.001,RPE,,,
Pentanol,71-41-0,ZB1ms,64.852,28.159,360.17,0.001,RPE,alcohol,alcohols,
Heptanol,111-70-6,ZB1ms,106.15,31.517,153.48,0.001,RPE,alcohol,alcohols,
Nonanol,143-08-8,ZB1ms,141.54,33.262,127.59,0.001,RPE,alcohol,alcohols,
Decanol,112-30-1,ZB1ms,157.52,34.098,129.12,0.001,RPE,alcohol,alcohols,
Undecanol,112-42-5,ZB1ms,172.4,34.422,119.58,0.001,RPE,alcohol,alcohols,
(1R)-(-)-Fenchone,1195-79-5,ZB1ms,131.11,36.282,107.54,0.001,RPE,,,
(-)-alpha-Thujone,546-80-5,ZB1ms,133.81,35.896,106.09,0.001,RPE,,,
Camphor,76-22-2,ZB1ms,141.04,37.326,100.46,0.001,RPE,,,
L-menthone,14073-97-3,ZB1ms,141.83,36.288,104.09,0.001,RPE,,,
D-isomenthone,1196-31-2,ZB1ms,143.49,36.401,101.25,0.001,RPE,,,
d-Valerolactam,675-20-7,ZB1ms,139.37,39.646,259.0,0.001,RPE,,,
Safranal,116-26-7,ZB1ms,148.73,36.631,105.22,0.001,RPE,,,
Octyl acetate,112-14-1,ZB1ms,147.58,33.457,127.56,0.001,RPE,carboxylate esters,,
(-)-Verbenone,80-57-9,ZB1ms,150.11,36.761,94.57,0.001,RPE,,,
Neral,106-26-3,ZB1ms,153.24,35.388,114.33,0.001,RPE,allergenic fragrances,,
Geranial,141-27-5,ZB1ms,157.04,35.121,115.47,0.001,RPE,allergenic fragrances,,
(R)-(+)-Pulegone,89-82-7,ZB1ms,154.98,36.793,104.53,0.001,RPE,,,
(S)-(+)-Carvone,2244-16-8,ZB1ms,154.81,36.436,101.68,0.001,RPE,,,
Piperitone,89-81-6,ZB1ms,156.99,36.914,103.0,0.001,RPE,,,
Isobornyl acetate,76-49-3,ZB1ms,163.57,36.871,103.1,0.001,RPE,allergenic fragrances,,
Geranyl acetate,105-87-3,ZB1ms,172.9,34.423,116.58,0.001,RPE,,,
(-)-Caryophyllene oxide,13877-94-6,ZB1ms,207.91,40.557,101.64,0.001,RPE,,,
(+)-Nootkatone,4674-50-4,ZB1ms,232.94,41.971,111.55,0.001,RPE,,,
Propiophenone,93-55-0,ZB1ms,141.05,35.072,89.931,0.001,RPE,phenones,phenone,
Butyrophenone,495-40-9,ZB1ms,155.4,35.803,96.332,0.001,RPE,phenones,phenone,
Valerophenone,1009-14-9,ZB1ms,171.0,36.237,95.772,0.001,RPE,phenones,phenone,
Hexanophenone,942-92-7,ZB1ms,185.81,37.072,106.9,0.001,RPE,phenone,,
Heptanophenone,1671-75-6,ZB1ms,199.51,37.368,107.51,0.001,RPE,phenones,phenone,
Octanophenone,1674-37-9,ZB1ms,212.75,38.051,117.85,0.001,RPE,phenones,phenone,
4-Methyl-2-pentanone,108-10-1,ZB1ms,59.106,28.857,140.54,0.001,RPE,ketone,,
2-Hexanone,591-78-6,ZB1ms,68.942,30.236,296.33,0.001,RPE,alkanones,ketone,
2-Decanone,693-54-9,ZB1ms,145.15,33.896,115.44,0.001,RPE,alkanones,ketone,
2-Undecanone,112-12-9,ZB1ms,160.91,34.486,114.86,0.001,RPE,alkanones,ketone,
2-Dodecanone,6175-49-1,ZB1ms,175.55,34.721,108.53,0.001,RPE,alkanones,ketone,
2-Tridecanone,593-08-8,ZB1ms,189.37,35.111,109.68,0.001,RPE,alkanones,ketone,
2-Pentadecanone,2345-28-0,ZB1ms,214.96,36.353,126.97,0.001,RPE,alkanones,ketone,
(1R)-(-)-Fenchone,1195-79-5,Rxi17SilMS,132.71,34.243,109.44,0.001,RPE,,,
(-)-alpha-Thujone,546-80-5,Rxi17SilMS,132.84,33.523,103.22,0.001,RPE,,,
Camphor,76-22-2,Rxi17SilMS,147.16,34.718,75.643,0.001,RPE,,,
L-menthone,14073-97-3,Rxi17SilMS,142.15,34.304,115.95,0.001,RPE,,,
D-isomenthone,1196-31-2,Rxi17SilMS,145.83,35.827,150.91,0.001,RPE,,,
d-Valerolactam,675-20-7,Rxi17SilMS,172.72,37.037,111.32,0.001,RPE,,,
Safranal,116-26-7,Rxi17SilMS,156.39,35.149,101.83,0.001,RPE,,,
Octyl acetate,112-14-1,Rxi17SilMS,139.38,30.393,119.2,0.001,RPE,carboxylate esters,,
(-)-Verbenone,80-57-9,Rxi17SilMS,161.23,35.791,105.68,0.001,RPE,,,
Neral,106-26-3,Rxi17SilMS,156.29,33.032,113.31,0.001,RPE,allergenic fragrances,,
Geranial,141-27-5,Rxi17SilMS,161.12,33.32,127.73,0.001,RPE,allergenic fragrances,,
(R)-(+)-Pulegone,89-82-7,Rxi17SilMS,161.91,35.132,99.714,0.001,RPE,,,
(S)-(+)-Carvone,2244-16-8,Rxi17SilMS,164.2,35.679,121.33,0.001,RPE,,,
Piperitone,89-81-6,Rxi17SilMS,165.63,35.665,111.48,0.001,RPE,,,
Isobornyl acetate,76-49-3,Rxi17SilMS,171.22,32.567,137.33,0.001,RPE,allergenic fragrances,,
Geranyl acetate,105-87-3,Rxi17SilMS,171.22,32.567,137.33,0.001,RPE,,,
(-)-Caryophyllene oxide,13877-94-6,Rxi17SilMS,209.44,38.84,105.74,0.001,RPE,,,
(+)-Nootkatone,4674-50-4,Rxi17SilMS,246.38,40.858,122.16,0.001,RPE,,,
(1R)-(-)-Fenchone,1195-79-5,Rxi5SilMS,129.81,34.293,97.858,0.001,RPE,,,
(-)-alpha-Thujone,546-80-5,Rxi5SilMS,132.31,34.028,101.48,0.001,RPE,,,
Camphor,76-22-2,Rxi5SilMS,140.73,35.239,90.982,0.001,RPE,,,
L-menthone,14073-97-3,Rxi5SilMS,140.73,34.365,100.16,0.001,RPE,,,
D-isomenthone,1196-31-2,Rxi5SilMS,142.47,34.521,96.695,0.001,RPE,,,
d-Valerolactam,675-20-7,Rxi5SilMS,143.36,35.307,124.45,0.001,RPE,,,
Safranal,116-26-7,Rxi5SilMS,148.24,35.144,106.29,0.001,RPE,,,
Octyl acetate,112-14-1,Rxi5SilMS,144.92,31.523,116.54,0.001,RPE,carboxylate esters,,
(-)-Verbenone,80-57-9,Rxi5SilMS,150.08,35.451,99.769,0.001,RPE,,,
Neral,106-26-3,Rxi5SilMS,151.87,33.669,114.37,0.001,RPE,allergenic fragrances,,
Geranial,141-27-5,Rxi5SilMS,155.87,33.229,107.68,0.001,RPE,allergenic fragrances,,
(R)-(+)-Pulegone,89-82-7,Rxi5SilMS,154.37,35.374,108.36,0.001,RPE,,,
(S)-(+)-Carvone,2244-16-8,Rxi5SilMS,154.71,34.878,103.77,0.001,RPE,,,
Piperitone,89-81-6,Rxi5SilMS,156.75,35.126,98.018,0.001,RPE,,,
Isobornyl acetate,76-49-3,Rxi5SilMS,161.7,35.355,106.23,0.001,RPE,allergenic fragrances,,
Geranyl acetate,105-87-3,Rxi5SilMS,170.53,32.69,113.78,0.001,RPE,,,
(-)-Caryophyllene oxide,13877-94-6,Rxi5SilMS,206.21,38.777,100.56,0.001,RPE,,,
(+)-Nootkatone,4674-50-4,Rxi5SilMS,232.55,39.594,104.61,0.001,RPE,,,
2378-TCDD,1746-01-6,RtxDioxin2,287.1,38.123,67.43,0.0005555555555555556,Stultz2020,PCDD,,
12378-PCDD,40321-76-4,RtxDioxin2,305.05,39.831,101.02,0.0005555555555555556,Stultz2020,PCDD,,
