Name,CAS,Phase,A,err_A,B,err_B,C,err_C,Tchar,err_Tchar,thetachar,err_thetachar,DeltaCp,err_DeltaCp,DeltaHchar,err_DeltaHchar,DeltaSchar,err_DeltaSchar,DeltaHref,err_DeltaHref,DeltaSref,err_DeltaSref,Tref,phi0,N,R²,χ²,χ̄²,Source,flag,Cat_1,Cat_2,Cat_3
Methyl laurate,111-82-0,ZB1ms,-78.63,NaN,11119.0,NaN,9.791,NaN,188.5,NaN,32.295,NaN,81.407,NaN,-54868.0,NaN,-72.944,NaN,-62886.0,NaN,-92.481,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],FAME,Grob,FAMEs
Methyl tridecanoate,1731-88-0,ZB1ms,-81.425,NaN,11671.0,NaN,10.117,NaN,201.14,NaN,32.73,NaN,84.117,NaN,-57144.0,NaN,-74.576,NaN,-66492.0,NaN,-97.035,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],FAME,FAMEs,
Methyl myristate,124-10-7,ZB1ms,-90.255,NaN,12592.0,NaN,11.296,NaN,213.2,NaN,33.326,NaN,93.919,NaN,-59014.0,NaN,-75.432,NaN,-70585.0,NaN,-102.87,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],FAME,FAMEs,
Methyl myristoleate,92857-33-5,ZB1ms,-88.804,NaN,12385.0,NaN,11.124,NaN,211.92,NaN,33.664,NaN,92.488,NaN,-58115.0,NaN,-73.898,NaN,-69391.0,NaN,-100.67,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],FAME,,
Methyl pentadecanoate,7132-64-1,ZB1ms,-94.119,NaN,13209.0,NaN,11.772,NaN,224.59,NaN,33.71,NaN,97.876,NaN,-61106.0,NaN,-76.857,NaN,-74279.0,NaN,-107.71,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],FAME,FAMEs,
Methyl cis-10-pentadecenoate,90176-52-6,ZB1ms,-91.012,NaN,12897.0,NaN,11.367,NaN,223.39,NaN,33.993,NaN,94.507,NaN,-60305.0,NaN,-75.542,NaN,-72911.0,NaN,-105.11,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],FAME,,
Methyl palmitate,112-39-0,ZB1ms,-101.0,NaN,14023.0,NaN,12.669,NaN,235.4,NaN,34.117,NaN,105.34,NaN,-63027.0,NaN,-78.027,NaN,-78343.0,NaN,-113.5,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],FAME,FAMEs,
Methyl palmitoleate,1120-25-8,ZB1ms,-83.171,NaN,12710.0,NaN,10.212,NaN,233.31,NaN,34.031,NaN,84.911,NaN,-62669.0,NaN,-77.83,NaN,-74838.0,NaN,-106.07,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],FAME,,
Methyl heptadecanoate,1731-92-6,ZB1ms,-1534.4,NaN,111810.0,NaN,211.85,NaN,252.71,NaN,678.63,NaN,1761.4,NaN,-3388.0,NaN,39.465,NaN,-290000.0,NaN,-612.67,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,"[""θchar > 100 °C""]",FAME,FAMEs,
cis-10-Heptadecenoic acid methyl ester,75190-82-8,ZB1ms,-97.837,NaN,14013.0,NaN,12.205,NaN,243.89,NaN,34.706,NaN,101.47,NaN,-64044.0,NaN,-77.958,NaN,-79661.0,NaN,-113.81,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],FAME,,
Methyl stearate,112-61-8,ZB1ms,-108.74,NaN,15247.0,NaN,13.624,NaN,255.58,NaN,34.756,NaN,113.27,NaN,-66876.0,NaN,-80.577,NaN,-85632.0,NaN,-123.13,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],FAME,FAMEs,
trans-9-Elaidic acid methyl ester,1937-62-8,ZB1ms,-103.24,NaN,14689.0,NaN,12.904,NaN,253.5,NaN,35.141,NaN,107.29,NaN,-65623.0,NaN,-78.698,NaN,-83165.0,NaN,-118.58,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],FAME,,
cis-9-Oleic acid methyl ester,112-62-9,ZB1ms,-102.39,NaN,14695.0,NaN,12.768,NaN,253.7,NaN,34.837,NaN,106.16,NaN,-66246.0,NaN,-79.833,NaN,-83625.0,NaN,-119.34,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],FAME,,
Methyl linolelaidate,2566-97-4,ZB1ms,-116.88,NaN,15514.0,NaN,14.831,NaN,253.29,NaN,35.964,NaN,123.31,NaN,-64072.0,NaN,-75.801,NaN,-84208.0,NaN,-121.59,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],FAME,,
Methyl linoleate,112-63-0,ZB1ms,-104.66,NaN,14832.0,NaN,13.084,NaN,252.66,NaN,34.766,NaN,108.79,NaN,-66121.0,NaN,-79.843,NaN,-83816.0,NaN,-120.11,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],FAME,,
Methyl arachidate,1120-28-1,ZB1ms,-119.94,NaN,16691.0,NaN,15.062,NaN,274.11,NaN,35.452,NaN,125.23,NaN,-70239.0,NaN,-82.44,NaN,-93295.0,NaN,-133.8,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],FAME,FAMEs,
Methyl γ-linolenate,16326-32-2,ZB1ms,-100.67,NaN,14351.0,NaN,12.588,NaN,251.46,NaN,35.523,NaN,104.66,NaN,-64417.0,NaN,-76.882,NaN,-81316.0,NaN,-115.38,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],FAME,,
Methyl cis-11-eicosenoate,2390-09-2,ZB1ms,-120.66,NaN,16556.0,NaN,15.206,NaN,272.25,NaN,36.0,NaN,126.43,NaN,-68701.0,NaN,-80.056,NaN,-91743.0,NaN,-131.48,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],FAME,,
Methyl linolenate,301-00-8,ZB1ms,-101.6,NaN,14517.0,NaN,12.696,NaN,253.37,NaN,35.397,NaN,105.56,NaN,-65118.0,NaN,-77.768,NaN,-82364.0,NaN,-116.98,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],FAME,,
Methyl heneicosanoate,6064-90-0,ZB1ms,-122.28,NaN,17201.0,NaN,15.323,NaN,282.58,NaN,35.555,NaN,127.4,NaN,-72219.0,NaN,-84.046,NaN,-96754.0,NaN,-138.25,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],FAME,FAMEs,
"cis-11,14-Eicosadienoic acid methyl ester",61012-46-2,ZB1ms,-106.41,NaN,15522.0,NaN,13.243,NaN,271.63,NaN,35.725,NaN,110.11,NaN,-69071.0,NaN,-80.88,NaN,-89070.0,NaN,-125.54,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],FAME,,
Methyl-Docosanoat,929-77-1,ZB1ms,-125.69,NaN,17773.0,NaN,15.738,NaN,290.88,NaN,35.761,NaN,130.85,NaN,-73965.0,NaN,-85.229,NaN,-100250.0,NaN,-142.84,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],FAME,FAMEs,
"cis-8,11,14-Eicosatrienoic acid methyl ester",21061-10-9,ZB1ms,-112.07,NaN,15782.0,NaN,14.061,NaN,270.31,NaN,36.281,NaN,116.91,NaN,-67685.0,NaN,-78.637,NaN,-88765.0,NaN,-125.77,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],FAME,,
Methyl erucate,1120-34-9,ZB1ms,-125.11,NaN,17550.0,NaN,15.702,NaN,289.31,NaN,36.289,NaN,130.56,NaN,-72484.0,NaN,-82.963,NaN,-98505.0,NaN,-140.08,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],FAME,,
"cis-11,14,17-Eicosatrienoic acid methyl ester",55682-88-7,ZB1ms,-120.64,NaN,16483.0,NaN,15.227,NaN,272.53,NaN,36.431,NaN,126.6,NaN,-67959.0,NaN,-78.632,NaN,-91068.0,NaN,-130.19,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],FAME,,
"cis-5,8,11,14-Eicosatetraenoic acid methyl ester",7771-44-0,ZB1ms,-99.379,NaN,14814.0,NaN,12.321,NaN,268.64,NaN,36.069,NaN,102.44,NaN,-67665.0,NaN,-78.983,NaN,-85966.0,NaN,-119.97,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],FAME,,
Methyl tricosanoate,2433-97-8,ZB1ms,-135.98,NaN,18822.0,NaN,17.105,NaN,299.01,NaN,36.231,NaN,142.22,NaN,-75125.0,NaN,-85.393,NaN,-104850.0,NaN,-150.05,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],FAME,FAMEs,
"cis-13,16-Docosadienoic acid methyl ester",61012-47-3,ZB1ms,-122.73,NaN,17319.0,NaN,15.39,NaN,289.05,NaN,36.469,NaN,127.96,NaN,-72060.0,NaN,-82.268,NaN,-97531.0,NaN,-138.19,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],FAME,,
Methyl lignocerate,2442-49-1,ZB1ms,-132.78,NaN,18912.0,NaN,16.61,NaN,306.59,NaN,36.205,NaN,138.1,NaN,-77184.0,NaN,-87.228,NaN,-107090.0,NaN,-151.83,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],FAME,,
"cis-5,8,11,14,17-Eicosapentaenoic acid methyl ester",2734-47-6,ZB1ms,-96.883,NaN,14635.0,NaN,11.979,NaN,269.17,NaN,36.141,NaN,99.601,NaN,-67663.0,NaN,-78.857,NaN,-85508.0,NaN,-118.8,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],FAME,,
Methyl nervonate,2733-88-2,ZB1ms,-124.76,NaN,18175.0,NaN,15.543,NaN,305.03,NaN,36.381,NaN,129.23,NaN,-76398.0,NaN,-86.228,NaN,-104190.0,NaN,-146.33,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],FAME,,
"cis-4,7,10,13,16,19-Docosahexaenoic acid methyl ester",301-01-9,ZB1ms,-107.49,NaN,15914.0,NaN,13.363,NaN,285.58,NaN,36.956,NaN,111.11,NaN,-70235.0,NaN,-79.797,NaN,-91966.0,NaN,-127.67,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],FAME,,
Pentanol,71-41-0,Stabilwax,-15.929,NaN,5910.4,NaN,0.92169,NaN,96.226,NaN,24.495,NaN,7.6633,NaN,-46312.0,NaN,-79.47,NaN,-46359.0,NaN,-79.6,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],alcohol,alcohols,
Heptanol,111-70-6,Stabilwax,-50.871,NaN,8362.0,NaN,5.9214,NaN,126.6,NaN,26.657,NaN,49.233,NaN,-49845.0,NaN,-78.78,NaN,-51647.0,NaN,-83.508,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],alcohol,alcohols,
Nonanol,143-08-8,Stabilwax,-57.775,NaN,9447.5,NaN,6.7955,NaN,153.52,NaN,27.801,NaN,56.501,NaN,-54443.0,NaN,-81.694,NaN,-58032.0,NaN,-90.801,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],alcohol,alcohols,
Decanol,112-30-1,Stabilwax,-60.562,NaN,9949.2,NaN,7.1369,NaN,165.97,NaN,28.294,NaN,59.34,NaN,-56665.0,NaN,-83.133,NaN,-61173.0,NaN,-94.406,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],alcohol,alcohols,
Undecanol,112-42-5,Stabilwax,-73.81,NaN,11024.0,NaN,8.9839,NaN,178.33,NaN,29.253,NaN,74.696,NaN,-57935.0,NaN,-82.413,NaN,-64533.0,NaN,-98.676,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],alcohol,alcohols,
4-Methyl-2-pentanone,108-10-1,Stabilwax,96.947,NaN,-597.74,NaN,-15.421,NaN,61.38,NaN,24.536,NaN,-128.22,NaN,-37923.0,NaN,-67.454,NaN,-41592.0,NaN,-77.979,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,"[""A > 0"", ""B < 0"", ""C < 0""]",ketone,,
2-Hexanone,591-78-6,Stabilwax,23.407,NaN,3151.3,NaN,-4.6197,NaN,72.441,NaN,25.155,NaN,-38.411,NaN,-39476.0,NaN,-68.318,NaN,-40150.0,NaN,-70.222,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,"[""lambertw > 0"", ""A > 0"", ""C < 0""]",alkanones,ketone,
2-Decanone,693-54-9,Stabilwax,-33.206,NaN,7335.1,NaN,3.4477,NaN,134.17,NaN,27.975,NaN,28.665,NaN,-49311.0,NaN,-75.154,NaN,-50577.0,NaN,-78.444,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],alkanones,ketone,
2-Undecanone,112-12-9,Stabilwax,-41.256,NaN,8101.1,NaN,4.5589,NaN,148.23,NaN,28.731,NaN,37.905,NaN,-51384.0,NaN,-76.035,NaN,-53592.0,NaN,-81.672,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],alkanones,ketone,
2-Dodecanone,6175-49-1,Stabilwax,-48.901,NaN,8853.1,NaN,5.607,NaN,161.67,NaN,29.472,NaN,46.619,NaN,-53338.0,NaN,-76.76,NaN,-56679.0,NaN,-85.157,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],alkanones,ketone,
2-Tridecanone,593-08-8,Stabilwax,-64.156,NaN,10025.0,NaN,7.7482,NaN,174.83,NaN,30.622,NaN,64.422,NaN,-54489.0,NaN,-75.725,NaN,-59954.0,NaN,-89.249,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],alkanones,ketone,
2-Pentadecanone,2345-28-0,Stabilwax,-73.784,NaN,11272.0,NaN,8.9989,NaN,198.25,NaN,31.613,NaN,74.821,NaN,-58446.0,NaN,-78.075,NaN,-66546.0,NaN,-97.596,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],alkanones,ketone,
Propiophenone,93-55-0,Stabilwax,-42.517,NaN,8160.8,NaN,4.8465,NaN,167.13,NaN,32.164,NaN,40.296,NaN,-50111.0,NaN,-67.907,NaN,-53219.0,NaN,-75.668,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],phenones,phenone,
Butyrophenone,495-40-9,Stabilwax,-49.779,NaN,8796.6,NaN,5.8477,NaN,175.94,NaN,32.686,NaN,48.62,NaN,-51304.0,NaN,-68.331,NaN,-55482.0,NaN,-78.658,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],phenones,phenone,
Valerophenone,1009-14-9,Stabilwax,-55.941,NaN,9466.1,NaN,6.6745,NaN,188.14,NaN,33.315,NaN,55.495,NaN,-53107.0,NaN,-69.217,NaN,-58553.0,NaN,-82.493,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],phenones,phenone,
Hexanophenone,942-92-7,Stabilwax,-59.738,NaN,10010.0,NaN,7.1607,NaN,200.09,NaN,33.823,NaN,59.537,NaN,-55054.0,NaN,-70.426,NaN,-61608.0,NaN,-86.19,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],phenone,,
Heptanophenone,1671-75-6,Stabilwax,-63.955,NaN,10590.0,NaN,7.7019,NaN,211.47,NaN,34.246,NaN,64.037,NaN,-57019.0,NaN,-71.75,NaN,-64798.0,NaN,-90.228,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],phenones,phenone,
Octanophenone,1674-37-9,Stabilwax,-68.677,NaN,11194.0,NaN,8.3176,NaN,222.64,NaN,34.767,NaN,69.156,NaN,-58785.0,NaN,-72.659,NaN,-67957.0,NaN,-94.19,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],phenones,phenone,
(1R)-(-)-Fenchone,1195-79-5,Stabilwax,-37.305,NaN,6773.8,NaN,4.3126,NaN,125.18,NaN,31.381,NaN,35.857,NaN,-42038.0,NaN,-59.628,NaN,-43299.0,NaN,-62.944,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],,,
(-)-alpha-Thujone,546-80-5,Stabilwax,-27.735,NaN,6410.3,NaN,2.8827,NaN,128.09,NaN,30.644,NaN,23.968,NaN,-43681.0,NaN,-62.958,NaN,-44594.0,NaN,-65.349,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],,,
Camphor,76-22-2,Stabilwax,-32.192,NaN,6742.7,NaN,3.5671,NaN,143.09,NaN,32.951,NaN,29.659,NaN,-43717.0,NaN,-59.121,NaN,-45292.0,NaN,-63.168,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],,,
L-menthone,14073-97-3,Stabilwax,-44.333,NaN,7370.0,NaN,5.2885,NaN,134.86,NaN,31.938,NaN,43.971,NaN,-43337.0,NaN,-60.308,NaN,-45310.0,NaN,-65.43,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],,,
D-isomenthone,1196-31-2,Stabilwax,-37.16,NaN,7064.1,NaN,4.2393,NaN,138.52,NaN,31.863,NaN,35.248,NaN,-44224.0,NaN,-61.517,NaN,-45934.0,NaN,-65.937,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],,,
d-Valerolactam,675-20-7,Stabilwax,-58.787,NaN,9994.6,NaN,7.0813,NaN,215.14,NaN,36.473,NaN,58.877,NaN,-54351.0,NaN,-65.402,NaN,-61719.0,NaN,-82.835,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],,,
Safranal,116-26-7,Stabilwax,-45.74,NaN,8032.7,NaN,5.3818,NaN,158.57,NaN,32.647,NaN,44.747,NaN,-47469.0,NaN,-64.044,NaN,-50537.0,NaN,-71.784,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],,,
Octyl acetate,112-14-1,Stabilwax,-59.062,NaN,8749.2,NaN,7.1583,NaN,131.77,NaN,28.025,NaN,59.517,NaN,-48645.0,NaN,-74.225,NaN,-51131.0,NaN,-80.706,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],carboxylate esters,,
(-)-Verbenone,80-57-9,Stabilwax,-40.788,NaN,7752.2,NaN,4.7192,NaN,168.0,NaN,34.321,NaN,39.237,NaN,-47146.0,NaN,-60.963,NaN,-50206.0,NaN,-68.597,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],,,
Neral,106-26-3,Stabilwax,-51.662,NaN,8678.0,NaN,6.125,NaN,161.14,NaN,31.341,NaN,50.926,NaN,-50036.0,NaN,-69.306,NaN,-53659.0,NaN,-78.417,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],allergenic fragrances,,
Geranial,141-27-5,Stabilwax,-60.256,NaN,9361.8,NaN,7.312,NaN,167.04,NaN,31.542,NaN,60.795,NaN,-51077.0,NaN,-70.126,NaN,-55761.0,NaN,-81.822,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],allergenic fragrances,,
(R)-(+)-Pulegone,89-82-7,Stabilwax,-38.099,NaN,7556.8,NaN,4.3061,NaN,158.95,NaN,32.779,NaN,35.803,NaN,-47360.0,NaN,-63.696,NaN,-49829.0,NaN,-69.921,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],,,
(S)-(+)-Carvone,2244-16-8,Stabilwax,-49.256,NaN,8454.4,NaN,5.8581,NaN,169.98,NaN,33.519,NaN,48.707,NaN,-48710.0,NaN,-64.013,NaN,-52606.0,NaN,-73.709,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],,,
Piperitone,89-81-6,Stabilwax,-45.704,NaN,8161.7,NaN,5.3836,NaN,169.96,NaN,33.992,NaN,44.761,NaN,-48026.0,NaN,-62.475,NaN,-51605.0,NaN,-71.383,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],,,
Isobornyl acetate,76-49-3,Stabilwax,-52.861,NaN,8311.0,NaN,6.4081,NaN,150.41,NaN,32.055,NaN,53.28,NaN,-46534.0,NaN,-63.956,NaN,-49753.0,NaN,-72.155,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],allergenic fragrances,,
Geranyl acetate,105-87-3,Stabilwax,-50.31,NaN,9185.7,NaN,5.7436,NaN,167.0,NaN,29.099,NaN,47.755,NaN,-55355.0,NaN,-79.856,NaN,-59031.0,NaN,-89.039,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],,,
(-)-Caryophyllene oxide,13877-94-6,Stabilwax,-57.729,NaN,9423.4,NaN,7.0438,NaN,201.9,NaN,37.135,NaN,58.566,NaN,-50529.0,NaN,-60.457,NaN,-57083.0,NaN,-76.188,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],,,
(+)-Nootkatone,4674-50-4,Stabilwax,-69.294,NaN,11341.0,NaN,8.5148,NaN,256.62,NaN,41.093,NaN,70.796,NaN,-56785.0,NaN,-61.281,NaN,-68581.0,NaN,-88.015,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],,,
Pentanol,71-41-0,ZB1ms,-302.05,NaN,18699.0,NaN,43.319,NaN,64.852,NaN,28.159,NaN,360.17,NaN,-33733.0,NaN,-53.893,NaN,-24675.0,NaN,-28.045,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],alcohol,alcohols,
Heptanol,111-70-6,ZB1ms,-134.59,NaN,11566.0,NaN,18.459,NaN,106.15,NaN,31.517,NaN,153.48,NaN,-37953.0,NaN,-54.153,NaN,-40431.0,NaN,-60.829,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],alcohol,alcohols,
Nonanol,143-08-8,ZB1ms,-114.79,NaN,11534.0,NaN,15.345,NaN,141.54,NaN,33.262,NaN,127.59,NaN,-42988.0,NaN,-57.754,NaN,-49564.0,NaN,-74.688,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],alcohol,alcohols,
Decanol,112-30-1,ZB1ms,-116.83,NaN,12128.0,NaN,15.529,NaN,157.52,NaN,34.098,NaN,129.12,NaN,-45227.0,NaN,-59.107,NaN,-53945.0,NaN,-81.125,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],alcohol,alcohols,
Undecanol,112-42-5,ZB1ms,-109.53,NaN,12175.0,NaN,14.383,NaN,172.4,NaN,34.422,NaN,119.58,NaN,-47950.0,NaN,-61.712,NaN,-57804.0,NaN,-86.166,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],alcohol,alcohols,
(1R)-(-)-Fenchone,1195-79-5,ZB1ms,-96.188,NaN,9733.0,NaN,12.934,NaN,131.11,NaN,36.282,NaN,107.54,NaN,-37450.0,NaN,-46.732,NaN,-41871.0,NaN,-58.264,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],,,
(-)-alpha-Thujone,546-80-5,ZB1ms,-95.243,NaN,9806.4,NaN,12.759,NaN,133.81,NaN,35.896,NaN,106.09,NaN,-38361.0,NaN,-48.355,NaN,-43009.0,NaN,-60.438,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],,,
Camphor,76-22-2,ZB1ms,-90.468,NaN,9600.3,NaN,12.082,NaN,141.04,NaN,37.326,NaN,100.46,NaN,-38213.0,NaN,-46.354,NaN,-43340.0,NaN,-59.563,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],,,
L-menthone,14073-97-3,ZB1ms,-93.899,NaN,9940.6,NaN,12.519,NaN,141.83,NaN,36.288,NaN,104.09,NaN,-39456.0,NaN,-49.173,NaN,-44851.0,NaN,-63.059,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],,,
D-isomenthone,1196-31-2,ZB1ms,-91.561,NaN,9842.5,NaN,12.178,NaN,143.49,NaN,36.401,NaN,101.25,NaN,-39649.0,NaN,-49.257,NaN,-45065.0,NaN,-63.17,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],,,
d-Valerolactam,675-20-7,ZB1ms,-223.63,NaN,17143.0,NaN,31.15,NaN,139.37,NaN,39.646,NaN,259.0,NaN,-35688.0,NaN,-40.605,NaN,-48475.0,NaN,-73.62,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],,,
Safranal,116-26-7,ZB1ms,-95.146,NaN,10198.0,NaN,12.655,NaN,148.73,NaN,36.631,NaN,105.22,NaN,-40399.0,NaN,-49.85,NaN,-46578.0,NaN,-65.624,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],,,
Octyl acetate,112-14-1,ZB1ms,-115.09,NaN,11745.0,NaN,15.342,NaN,147.58,NaN,33.457,NaN,127.56,NaN,-43989.0,NaN,-58.648,NaN,-51334.0,NaN,-77.42,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],carboxylate esters,,
(-)-Verbenone,80-57-9,ZB1ms,-86.157,NaN,9687.7,NaN,11.374,NaN,150.11,NaN,36.761,NaN,94.57,NaN,-40520.0,NaN,-49.825,NaN,-46205.0,NaN,-64.311,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],,,
Neral,106-26-3,ZB1ms,-103.54,NaN,11001.0,NaN,13.751,NaN,153.24,NaN,35.388,NaN,114.33,NaN,-42717.0,NaN,-54.274,NaN,-49948.0,NaN,-72.629,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],allergenic fragrances,,
Geranial,141-27-5,ZB1ms,-104.84,NaN,11244.0,NaN,13.888,NaN,157.04,NaN,35.121,NaN,115.47,NaN,-43812.0,NaN,-55.935,NaN,-51554.0,NaN,-75.499,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],allergenic fragrances,,
(R)-(+)-Pulegone,89-82-7,ZB1ms,-94.868,NaN,10364.0,NaN,12.572,NaN,154.98,NaN,36.793,NaN,104.53,NaN,-41421.0,NaN,-50.84,NaN,-48213.0,NaN,-68.047,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],,,
(S)-(+)-Carvone,2244-16-8,ZB1ms,-92.552,NaN,10260.0,NaN,12.229,NaN,154.81,NaN,36.436,NaN,101.68,NaN,-41794.0,NaN,-51.75,NaN,-48383.0,NaN,-68.447,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],,,
Piperitone,89-81-6,ZB1ms,-93.642,NaN,10341.0,NaN,12.388,NaN,156.99,NaN,36.914,NaN,103.0,NaN,-41673.0,NaN,-50.976,NaN,-48573.0,NaN,-68.412,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],,,
Isobornyl acetate,76-49-3,ZB1ms,-94.107,NaN,10588.0,NaN,12.4,NaN,163.57,NaN,36.871,NaN,103.1,NaN,-43008.0,NaN,-52.573,NaN,-50593.0,NaN,-71.592,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],allergenic fragrances,,
Geranyl acetate,105-87-3,ZB1ms,-106.99,NaN,12034.0,NaN,14.021,NaN,172.9,NaN,34.423,NaN,116.58,NaN,-48057.0,NaN,-61.831,NaN,-57721.0,NaN,-85.801,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],,,
(-)-Caryophyllene oxide,13877-94-6,ZB1ms,-94.061,NaN,11587.0,NaN,12.224,NaN,207.91,NaN,40.557,NaN,101.64,NaN,-47443.0,NaN,-52.714,NaN,-59428.0,NaN,-81.292,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],,,
(+)-Nootkatone,4674-50-4,ZB1ms,-103.49,NaN,12892.0,NaN,13.416,NaN,232.94,NaN,41.971,NaN,111.55,NaN,-50739.0,NaN,-54.349,NaN,-66684.0,NaN,-91.371,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],,,
