Name,CAS,Phase,A,err_A,B,err_B,C,err_C,Tchar,err_Tchar,thetachar,err_thetachar,DeltaCp,err_DeltaCp,DeltaHchar,err_DeltaHchar,DeltaSchar,err_DeltaSchar,DeltaHref,err_DeltaHref,DeltaSref,err_DeltaSref,Tref,phi0,N,R²,χ²,χ̄²,Source,flag,Cat_1,Cat_2,Cat_3
Propiophenone,93-55-0,ZB1ms,-82.287,NaN,9371.8,NaN,10.816,NaN,141.05,NaN,35.072,NaN,89.931,NaN,-40672.0,NaN,-52.286,NaN,-45263.0,NaN,-64.116,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],phenones,phenone,
Butyrophenone,495-40-9,ZB1ms,-88.251,NaN,10095.0,NaN,11.586,NaN,155.4,NaN,35.803,NaN,96.332,NaN,-42650.0,NaN,-53.613,NaN,-48950.0,NaN,-69.565,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],phenones,phenone,
Valerophenone,1009-14-9,ZB1ms,-88.474,NaN,10560.0,NaN,11.519,NaN,171.0,NaN,36.237,NaN,95.772,NaN,-45262.0,NaN,-56.0,NaN,-53020.0,NaN,-75.283,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],phenones,phenone,
Hexanophenone,942-92-7,ZB1ms,-98.515,NaN,11583.0,NaN,12.857,NaN,185.81,NaN,37.072,NaN,106.9,NaN,-47243.0,NaN,-57.027,NaN,-57485.0,NaN,-82.057,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],phenone,,
Heptanophenone,1671-75-6,ZB1ms,-99.686,NaN,12090.0,NaN,12.93,NaN,199.51,NaN,37.368,NaN,107.51,NaN,-49708.0,NaN,-59.258,NaN,-61481.0,NaN,-87.593,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],phenones,phenone,
Octanophenone,1674-37-9,ZB1ms,-109.1,NaN,13092.0,NaN,14.174,NaN,212.75,NaN,38.051,NaN,117.85,NaN,-51590.0,NaN,-60.265,NaN,-66056.0,NaN,-94.582,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],phenones,phenone,
4-Methyl-2-pentanone,108-10-1,ZB1ms,-121.03,NaN,9441.7,NaN,16.903,NaN,59.106,NaN,28.857,NaN,140.54,NaN,-31808.0,NaN,-49.824,NaN,-27466.0,NaN,-37.329,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],ketone,,
2-Hexanone,591-78-6,ZB1ms,-249.39,NaN,16063.0,NaN,35.64,NaN,68.942,NaN,30.236,NaN,296.33,NaN,-32181.0,NaN,-48.162,NaN,-25941.0,NaN,-30.461,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],alkanones,ketone,
2-Decanone,693-54-9,ZB1ms,-104.51,NaN,10970.0,NaN,13.884,NaN,145.15,NaN,33.896,NaN,115.44,NaN,-42920.0,NaN,-56.698,NaN,-49286.0,NaN,-73.018,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],alkanones,ketone,
2-Undecanone,112-12-9,ZB1ms,-104.78,NaN,11460.0,NaN,13.815,NaN,160.91,NaN,34.486,NaN,114.86,NaN,-45425.0,NaN,-58.742,NaN,-53570.0,NaN,-79.231,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],alkanones,ketone,
2-Dodecanone,6175-49-1,ZB1ms,-100.16,NaN,11655.0,NaN,13.053,NaN,175.55,NaN,34.721,NaN,108.53,NaN,-48211.0,NaN,-61.539,NaN,-57495.0,NaN,-84.496,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],alkanones,ketone,
2-Tridecanone,593-08-8,ZB1ms,-101.79,NaN,12194.0,NaN,13.191,NaN,189.37,NaN,35.111,NaN,109.68,NaN,-50658.0,NaN,-63.619,NaN,-61557.0,NaN,-90.147,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],alkanones,ketone,
2-Pentadecanone,2345-28-0,ZB1ms,-117.71,NaN,14008.0,NaN,15.271,NaN,214.96,NaN,36.353,NaN,126.97,NaN,-54491.0,NaN,-65.729,NaN,-70358.0,NaN,-103.28,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],alkanones,ketone,
(1R)-(-)-Fenchone,1195-79-5,Rxi17SilMS,-98.551,NaN,10153.0,NaN,13.163,NaN,132.71,NaN,34.243,NaN,109.44,NaN,-39996.0,NaN,-52.639,NaN,-44670.0,NaN,-64.808,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],,,
(-)-alpha-Thujone,546-80-5,Rxi17SilMS,-93.572,NaN,9957.1,NaN,12.415,NaN,132.84,NaN,33.523,NaN,103.22,NaN,-40881.0,NaN,-54.787,NaN,-45302.0,NaN,-66.296,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],,,
Camphor,76-22-2,Rxi17SilMS,-70.642,NaN,8912.4,NaN,9.0978,NaN,147.16,NaN,34.718,NaN,75.643,NaN,-42308.0,NaN,-54.751,NaN,-46632.0,NaN,-65.809,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],,,
L-menthone,14073-97-3,Rxi17SilMS,-104.61,NaN,10819.0,NaN,13.945,NaN,142.15,NaN,34.304,NaN,115.95,NaN,-41803.0,NaN,-54.75,NaN,-47850.0,NaN,-70.309,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],,,
D-isomenthone,1196-31-2,Rxi17SilMS,-133.91,NaN,12504.0,NaN,18.15,NaN,145.83,NaN,35.827,NaN,150.91,NaN,-40740.0,NaN,-51.327,NaN,-49166.0,NaN,-72.909,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],,,
d-Valerolactam,675-20-7,Rxi17SilMS,-101.58,NaN,11337.0,NaN,13.389,NaN,172.72,NaN,37.037,NaN,111.32,NaN,-44628.0,NaN,-54.184,NaN,-53836.0,NaN,-77.028,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],,,
Safranal,116-26-7,Rxi17SilMS,-93.198,NaN,10510.0,NaN,12.247,NaN,156.39,NaN,35.149,NaN,101.83,NaN,-43645.0,NaN,-55.7,NaN,-50405.0,NaN,-72.797,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],,,
Octyl acetate,112-14-1,Rxi17SilMS,-108.73,NaN,11514.0,NaN,14.337,NaN,139.38,NaN,30.393,NaN,119.2,NaN,-46555.0,NaN,-66.946,NaN,-52441.0,NaN,-82.142,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],carboxylate esters,,
(-)-Verbenone,80-57-9,Rxi17SilMS,-96.528,NaN,10793.0,NaN,12.711,NaN,161.23,NaN,35.791,NaN,105.68,NaN,-43832.0,NaN,-55.0,NaN,-51360.0,NaN,-73.927,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],,,
Neral,106-26-3,Rxi17SilMS,-103.72,NaN,11435.0,NaN,13.628,NaN,156.29,NaN,33.032,NaN,113.31,NaN,-46420.0,NaN,-62.187,NaN,-53932.0,NaN,-81.185,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],allergenic fragrances,,
Geranial,141-27-5,Rxi17SilMS,-116.18,NaN,12331.0,NaN,15.362,NaN,161.12,NaN,33.32,NaN,127.73,NaN,-47059.0,NaN,-62.456,NaN,-56143.0,NaN,-85.3,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],allergenic fragrances,,
(R)-(+)-Pulegone,89-82-7,Rxi17SilMS,-91.717,NaN,10605.0,NaN,11.993,NaN,161.91,NaN,35.132,NaN,99.714,NaN,-44795.0,NaN,-57.054,NaN,-51965.0,NaN,-75.069,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],,,
(S)-(+)-Carvone,2244-16-8,Rxi17SilMS,-110.06,NaN,11743.0,NaN,14.592,NaN,164.2,NaN,35.679,NaN,121.33,NaN,-44572.0,NaN,-56.008,NaN,-53574.0,NaN,-78.563,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],,,
Piperitone,89-81-6,Rxi17SilMS,-101.77,NaN,11282.0,NaN,13.408,NaN,165.63,NaN,35.665,NaN,111.48,NaN,-44884.0,NaN,-56.385,NaN,-53316.0,NaN,-77.476,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],,,
Isobornyl acetate,76-49-3,Rxi17SilMS,-125.34,NaN,13403.0,NaN,16.516,NaN,171.22,NaN,32.567,NaN,137.33,NaN,-50414.0,NaN,-67.542,NaN,-61569.0,NaN,-95.261,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],allergenic fragrances,,
Geranyl acetate,105-87-3,Rxi17SilMS,-125.34,NaN,13403.0,NaN,16.516,NaN,171.22,NaN,32.567,NaN,137.33,NaN,-50414.0,NaN,-67.542,NaN,-61569.0,NaN,-95.261,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],,,
(-)-Caryophyllene oxide,13877-94-6,Rxi17SilMS,-98.205,NaN,12133.0,NaN,12.718,NaN,209.44,NaN,38.84,NaN,105.74,NaN,-49855.0,NaN,-57.4,NaN,-62484.0,NaN,-87.466,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],,,
(+)-Nootkatone,4674-50-4,Rxi17SilMS,-113.76,NaN,14239.0,NaN,14.693,NaN,246.38,NaN,40.858,NaN,122.16,NaN,-54926.0,NaN,-59.814,NaN,-74030.0,NaN,-103.56,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],,,
(1R)-(-)-Fenchone,1195-79-5,Rxi5SilMS,-88.602,NaN,9477.5,NaN,11.77,NaN,129.81,NaN,34.293,NaN,97.858,NaN,-39368.0,NaN,-51.79,NaN,-43264.0,NaN,-61.969,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],,,
(-)-alpha-Thujone,546-80-5,Rxi5SilMS,-91.889,NaN,9779.7,NaN,12.205,NaN,132.31,NaN,34.028,NaN,101.48,NaN,-40168.0,NaN,-53.161,NaN,-44461.0,NaN,-64.343,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],,,
Camphor,76-22-2,Rxi5SilMS,-83.102,NaN,9389.9,NaN,10.943,NaN,140.73,NaN,35.239,NaN,90.982,NaN,-40417.0,NaN,-51.746,NaN,-45032.0,NaN,-63.642,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],,,
L-menthone,14073-97-3,Rxi5SilMS,-91.156,NaN,9970.6,NaN,12.047,NaN,140.73,NaN,34.365,NaN,100.16,NaN,-41445.0,NaN,-54.23,NaN,-46527.0,NaN,-67.328,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],,,
D-isomenthone,1196-31-2,Rxi5SilMS,-88.273,NaN,9837.5,NaN,11.63,NaN,142.47,NaN,34.521,NaN,96.695,NaN,-41605.0,NaN,-54.195,NaN,-46679.0,NaN,-67.245,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],,,
d-Valerolactam,675-20-7,Rxi5SilMS,-111.53,NaN,11148.0,NaN,14.968,NaN,143.36,NaN,35.307,NaN,124.45,NaN,-40854.0,NaN,-52.178,NaN,-47495.0,NaN,-69.241,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],,,
Safranal,116-26-7,Rxi5SilMS,-96.513,NaN,10439.0,NaN,12.784,NaN,148.24,NaN,35.144,NaN,106.29,NaN,-42009.0,NaN,-53.784,NaN,-48199.0,NaN,-69.593,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],,,
Octyl acetate,112-14-1,Rxi5SilMS,-106.36,NaN,11404.0,NaN,14.017,NaN,144.92,NaN,31.523,NaN,116.54,NaN,-46099.0,NaN,-64.36,NaN,-52499.0,NaN,-80.771,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],carboxylate esters,,
(-)-Verbenone,80-57-9,Rxi5SilMS,-90.988,NaN,10131.0,NaN,11.999,NaN,150.08,NaN,35.451,NaN,99.769,NaN,-42011.0,NaN,-53.354,NaN,-48005.0,NaN,-68.629,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],,,
Neral,106-26-3,Rxi5SilMS,-104.11,NaN,11212.0,NaN,13.756,NaN,151.87,NaN,33.669,NaN,114.37,NaN,-44610.0,NaN,-59.051,NaN,-51686.0,NaN,-77.045,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],allergenic fragrances,,
Geranial,141-27-5,Rxi5SilMS,-98.846,NaN,11096.0,NaN,12.951,NaN,155.87,NaN,33.229,NaN,107.68,NaN,-46056.0,NaN,-61.442,NaN,-53150.0,NaN,-79.393,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],allergenic fragrances,,
(R)-(+)-Pulegone,89-82-7,Rxi5SilMS,-98.549,NaN,10739.0,NaN,13.033,NaN,154.37,NaN,35.374,NaN,108.36,NaN,-42961.0,NaN,-54.58,NaN,-49936.0,NaN,-72.263,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],,,
(S)-(+)-Carvone,2244-16-8,Rxi5SilMS,-94.849,NaN,10589.0,NaN,12.481,NaN,154.71,NaN,34.878,NaN,103.77,NaN,-43640.0,NaN,-56.088,NaN,-50355.0,NaN,-73.105,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],,,
Piperitone,89-81-6,Rxi5SilMS,-89.989,NaN,10329.0,NaN,11.789,NaN,156.75,NaN,35.126,NaN,98.018,NaN,-43746.0,NaN,-55.851,NaN,-50289.0,NaN,-72.39,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],,,
Isobornyl acetate,76-49-3,Rxi5SilMS,-97.174,NaN,10904.0,NaN,12.777,NaN,161.7,NaN,35.355,NaN,106.23,NaN,-44469.0,NaN,-56.356,NaN,-52086.0,NaN,-75.497,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],allergenic fragrances,,
Geranyl acetate,105-87-3,Rxi5SilMS,-105.15,NaN,12094.0,NaN,13.685,NaN,170.53,NaN,32.69,NaN,113.78,NaN,-50069.0,NaN,-66.94,NaN,-59232.0,NaN,-89.73,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],,,
(-)-Caryophyllene oxide,13877-94-6,Rxi5SilMS,-93.592,NaN,11724.0,NaN,12.095,NaN,206.21,NaN,38.777,NaN,100.56,NaN,-49270.0,NaN,-56.875,NaN,-60956.0,NaN,-84.795,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],,,
(+)-Nootkatone,4674-50-4,Rxi5SilMS,-98.162,NaN,12821.0,NaN,12.581,NaN,232.55,NaN,39.594,NaN,104.61,NaN,-53701.0,NaN,-60.284,NaN,-68613.0,NaN,-94.922,NaN,90.0,0.001,NaN,NaN,NaN,NaN,RPE,String[],,,
Decane,124-18-5,Rtx5MS,279.93,NaN,-8706.1,NaN,-42.474,NaN,-141.96,NaN,-5.4925,NaN,-353.15,NaN,26055.0,NaN,252.13,NaN,-55860.0,NaN,-107.43,NaN,90.0,0.0004,NaN,NaN,NaN,NaN,Stevenson2019a,"[""A > 0"", ""B < 0"", ""C < 0"", ""θchar < 0""]",Grob,alkane,alkanes
1-Octanol,111-87-5,Rtx5MS,231.26,NaN,-6222.3,NaN,-35.277,NaN,-173.68,NaN,-3.6464,NaN,-293.31,NaN,22560.0,NaN,280.33,NaN,-54780.0,NaN,-99.493,NaN,90.0,0.0004,NaN,NaN,NaN,NaN,Stevenson2019a,"[""A > 0"", ""B < 0"", ""C < 0"", ""θchar < 0""]",Grob,alcohol,alcohols
Undecane,1120-21-4,Rtx5MS,229.68,NaN,-6201.8,NaN,-34.978,NaN,-173.68,NaN,-3.6345,NaN,-290.82,NaN,22636.0,NaN,281.09,NaN,-54047.0,NaN,-95.506,NaN,90.0,0.0004,NaN,NaN,NaN,NaN,Stevenson2019a,"[""A > 0"", ""B < 0"", ""C < 0"", ""θchar < 0""]",Grob,alkane,alkanes
"2,6-Dimethylaniline",87-62-7,Rtx5MS,161.79,NaN,-3004.0,NaN,-24.865,NaN,-220.07,NaN,-1.6731,NaN,-206.74,NaN,14003.0,NaN,317.32,NaN,-50101.0,NaN,-80.235,NaN,90.0,0.0004,NaN,NaN,NaN,NaN,Stevenson2019a,"[""A > 0"", ""B < 0"", ""C < 0"", ""θchar < 0""]",amine,aromatic,Grob
Methyl decanoate,110-42-9,Rtx5MS,173.34,NaN,-3141.8,NaN,-26.578,NaN,-223.28,NaN,-1.3691,NaN,-220.98,NaN,15103.0,NaN,356.38,NaN,-54126.0,NaN,-82.362,NaN,90.0,0.0004,NaN,NaN,NaN,NaN,Stevenson2019a,"[""A > 0"", ""B < 0"", ""C < 0"", ""θchar < 0""]",FAME,Grob,FAMEs
Methyl laurate,111-82-0,Rtx5MS,154.5,NaN,-1967.8,NaN,-23.721,NaN,-244.36,NaN,-0.64479,NaN,-197.22,NaN,10684.0,NaN,424.7,NaN,-55260.0,NaN,-75.25,NaN,90.0,0.0004,NaN,NaN,NaN,NaN,Stevenson2019a,"[""A > 0"", ""B < 0"", ""C < 0"", ""θchar < 0""]",FAME,Grob,FAMEs
Naphthalene,91-20-3,Rtx5MS,143.8,NaN,-2224.6,NaN,-22.157,NaN,-233.16,NaN,-1.1945,NaN,-184.22,NaN,11130.0,NaN,331.87,NaN,-48404.0,NaN,-74.576,NaN,90.0,0.0004,NaN,NaN,NaN,NaN,Stevenson2019a,"[""A > 0"", ""B < 0"", ""C < 0"", ""θchar < 0""]",PAH,,
Acenaphthylene,208-96-8,Rtx5MS,108.55,NaN,-174.42,NaN,-16.864,NaN,-271.24,NaN,-0.025748,NaN,-140.22,NaN,1181.9,NaN,671.31,NaN,-49470.0,NaN,-64.274,NaN,90.0,0.0004,NaN,NaN,NaN,NaN,Stevenson2019a,"[""A > 0"", ""B < 0"", ""C < 0"", ""θchar < 0""]",PAH,,
Acenaphthene,83-32-9,Rtx5MS,106.65,NaN,-11.197,NaN,-16.585,NaN,-273.07,NaN,-0.00062516,NaN,-137.89,NaN,82.255,NaN,1099.5,NaN,-49982.0,NaN,-64.025,NaN,90.0,0.0004,NaN,NaN,NaN,NaN,Stevenson2019a,"[""A > 0"", ""B < 0"", ""C < 0"", ""θchar < 0""]",PAH,,
Fluorene,86-73-7,Rtx5MS,102.52,NaN,324.52,NaN,-15.954,NaN,159.34,NaN,25.891,NaN,-132.65,NaN,-60066.0,NaN,-85.359,NaN,-50869.0,NaN,-62.18,NaN,90.0,0.0004,NaN,NaN,NaN,NaN,Stevenson2019a,"[""lambertw > 0"", ""A > 0"", ""C < 0""]",PAH,,
Fluoranthene,206-44-0,Rtx5MS,71.833,NaN,2535.4,NaN,-11.417,NaN,212.32,NaN,29.175,NaN,-94.93,NaN,-67166.0,NaN,-84.826,NaN,-55554.0,NaN,-57.268,NaN,90.0,0.0004,NaN,NaN,NaN,NaN,Stevenson2019a,"[""lambertw > 0"", ""A > 0"", ""C < 0""]",PAH,,
Pyrene,129-00-0,Rtx5MS,72.706,NaN,2452.1,NaN,-11.5,NaN,217.87,NaN,29.769,NaN,-95.62,NaN,-67340.0,NaN,-83.616,NaN,-55113.0,NaN,-54.77,NaN,90.0,0.0004,NaN,NaN,NaN,NaN,Stevenson2019a,"[""lambertw > 0"", ""A > 0"", ""C < 0""]",PAH,,
Benzo[a]pyrene,50-32-8,Rtx5MS,128.37,NaN,-845.01,NaN,-19.064,NaN,-262.03,NaN,-0.1952,NaN,-158.51,NaN,5263.8,NaN,527.04,NaN,-50536.0,NaN,-25.579,NaN,90.0,0.0004,NaN,NaN,NaN,NaN,Stevenson2019a,"[""A > 0"", ""B < 0"", ""C < 0"", ""θchar < 0""]",PAH,,
decane,124-18-5,Rtx5MS,281.31,NaN,-8755.6,NaN,-42.684,NaN,-141.83,NaN,-5.4746,NaN,-354.89,NaN,26192.0,NaN,252.97,NaN,-56081.0,NaN,-108.0,NaN,90.0,0.0004,NaN,NaN,NaN,NaN,Stevenson2019a,"[""A > 0"", ""B < 0"", ""C < 0"", ""θchar < 0""]",Grob,alkane,alkanes
1-octanol,111-87-5,Rtx5MS,233.34,NaN,-6305.9,NaN,-35.589,NaN,-172.95,NaN,-3.6647,NaN,-295.91,NaN,22780.0,NaN,280.87,NaN,-55028.0,NaN,-100.15,NaN,90.0,0.0004,NaN,NaN,NaN,NaN,Stevenson2019a,"[""A > 0"", ""B < 0"", ""C < 0"", ""θchar < 0""]",Grob,alcohol,alcohols
undecane,1120-21-4,Rtx5MS,234.65,NaN,-6436.8,NaN,-35.711,NaN,-170.95,NaN,-3.7474,NaN,-296.91,NaN,23174.0,NaN,280.28,NaN,-54306.0,NaN,-96.177,NaN,90.0,0.0004,NaN,NaN,NaN,NaN,Stevenson2019a,"[""A > 0"", ""B < 0"", ""C < 0"", ""θchar < 0""]",Grob,alkane,alkanes
"2,6- dimethylaniline",87-62-7,Rtx5MS,165.91,NaN,-3198.7,NaN,-25.472,NaN,-216.82,NaN,-1.7985,NaN,-211.78,NaN,14667.0,NaN,313.92,NaN,-50313.0,NaN,-80.776,NaN,90.0,0.0004,NaN,NaN,NaN,NaN,Stevenson2019a,"[""A > 0"", ""B < 0"", ""C < 0"", ""θchar < 0""]",amine,aromatic,Grob
methyl decanoate,110-42-9,Rtx5MS,188.99,NaN,-3977.5,NaN,-28.841,NaN,-210.02,NaN,-1.8478,NaN,-239.8,NaN,17932.0,NaN,337.59,NaN,-54012.0,NaN,-81.971,NaN,90.0,0.0004,NaN,NaN,NaN,NaN,Stevenson2019a,"[""A > 0"", ""B < 0"", ""C < 0"", ""θchar < 0""]",FAME,Grob,FAMEs
methyl laurate,111-82-0,Rtx5MS,173.53,NaN,-3033.0,NaN,-26.45,NaN,-227.02,NaN,-1.1741,NaN,-219.92,NaN,15072.0,NaN,380.22,NaN,-54647.0,NaN,-73.53,NaN,90.0,0.0004,NaN,NaN,NaN,NaN,Stevenson2019a,"[""A > 0"", ""B < 0"", ""C < 0"", ""θchar < 0""]",FAME,Grob,FAMEs
2-heptanone,110-43-0,Rtx5MS,387.18,NaN,-13813.0,NaN,-58.465,NaN,-96.904,NaN,-8.8536,NaN,-486.1,NaN,29171.0,NaN,219.04,NaN,-61684.0,NaN,-132.38,NaN,90.0,0.0004,NaN,NaN,NaN,NaN,Stevenson2019a,"[""A > 0"", ""B < 0"", ""C < 0"", ""θchar < 0""]",alkanones,ketone,
trans-5-decene,7433-56-9,Rtx5MS,283.39,NaN,-8860.9,NaN,-42.997,NaN,-140.52,NaN,-5.5706,NaN,-357.49,NaN,26257.0,NaN,251.49,NaN,-56151.0,NaN,-108.58,NaN,90.0,0.0004,NaN,NaN,NaN,NaN,Stevenson2019a,"[""A > 0"", ""B < 0"", ""C < 0"", ""θchar < 0""]",alkene,,
2-nonanol,628-99-9,Rtx5MS,223.93,NaN,-5845.7,NaN,-34.167,NaN,-179.38,NaN,-3.3284,NaN,-284.08,NaN,21965.0,NaN,287.77,NaN,-54561.0,NaN,-96.867,NaN,90.0,0.0004,NaN,NaN,NaN,NaN,Stevenson2019a,"[""A > 0"", ""B < 0"", ""C < 0"", ""θchar < 0""]",alcohol,,
methyl nonanoate,1731-84-6,Rtx5MS,199.79,NaN,-4573.6,NaN,-30.509,NaN,-199.69,NaN,-2.3137,NaN,-253.66,NaN,19393.0,NaN,317.51,NaN,-54091.0,NaN,-87.859,NaN,90.0,0.0004,NaN,NaN,NaN,NaN,Stevenson2019a,"[""A > 0"", ""B < 0"", ""C < 0"", ""θchar < 0""]",FAME,FAMEs,
undecanal,112-44-7,Rtx5MS,178.96,NaN,-3517.9,NaN,-27.374,NaN,-216.36,NaN,-1.6424,NaN,-227.6,NaN,16325.0,NaN,341.0,NaN,-53405.0,NaN,-81.321,NaN,90.0,0.0004,NaN,NaN,NaN,NaN,Stevenson2019a,"[""A > 0"", ""B < 0"", ""C < 0"", ""θchar < 0""]",aldehyde,,
n-pentadecane,629-62-9,Rtx5MS,176.76,NaN,-3233.7,NaN,-26.93,NaN,-223.53,NaN,-1.2973,NaN,-223.91,NaN,15777.0,NaN,371.51,NaN,-54427.0,NaN,-74.185,NaN,90.0,0.0004,NaN,NaN,NaN,NaN,Stevenson2019a,"[""A > 0"", ""B < 0"", ""C < 0"", ""θchar < 0""]",alkanes,alkane,
2378-TCDD,1746-01-6,RtxDioxin2,-68.02,NaN,12777.0,NaN,8.11,NaN,287.1,NaN,38.123,NaN,67.43,NaN,-68457.0,NaN,-71.395,NaN,-81748.0,NaN,-100.63,NaN,90.0,0.0005555555555555556,NaN,NaN,NaN,NaN,Stultz2020,String[],PCDD,,
12378-PCDD,40321-76-4,RtxDioxin2,-97.83,NaN,15418.0,NaN,12.15,NaN,305.05,NaN,39.831,NaN,101.02,NaN,-69786.0,NaN,-69.9,NaN,-91510.0,NaN,-116.88,NaN,90.0,0.0005555555555555556,NaN,NaN,NaN,NaN,Stultz2020,String[],PCDD,,
123478-HxCDD,39227-28-6,RtxDioxin2,-109.48,NaN,16738.0,NaN,13.68,NaN,319.28,NaN,40.653,NaN,113.74,NaN,-71783.0,NaN,-70.37,NaN,-97862.0,NaN,-126.04,NaN,90.0,0.0005555555555555556,NaN,NaN,NaN,NaN,Stultz2020,String[],PCDD,,
123678-HxCDD,57653-85-7,RtxDioxin2,-104.26,NaN,16395.0,NaN,12.96,NaN,321.1,NaN,40.619,NaN,107.76,NaN,-72284.0,NaN,-70.845,NaN,-97186.0,NaN,-123.91,NaN,90.0,0.0005555555555555556,NaN,NaN,NaN,NaN,Stultz2020,String[],PCDD,,
123789-HxCDD,19408-74-3,RtxDioxin2,-89.75,NaN,15308.0,NaN,10.98,NaN,322.47,NaN,40.459,NaN,91.293,NaN,-72904.0,NaN,-71.606,NaN,-94127.0,NaN,-116.78,NaN,90.0,0.0005555555555555556,NaN,NaN,NaN,NaN,Stultz2020,String[],PCDD,,
1234678-HPCDD,35822-46-9,RtxDioxin2,-113.7,NaN,17550.0,NaN,14.2,NaN,338.21,NaN,42.144,NaN,118.07,NaN,-73738.0,NaN,-69.819,NaN,-103040.0,NaN,-131.32,NaN,90.0,0.0005555555555555556,NaN,NaN,NaN,NaN,Stultz2020,String[],PCDD,,
?CDD,,RtxDioxin2,46.88,NaN,5124.0,NaN,-7.61,NaN,350.98,NaN,39.452,NaN,-63.273,NaN,-82094.0,NaN,-80.739,NaN,-65581.0,NaN,-46.474,NaN,90.0,0.0005555555555555556,NaN,NaN,NaN,NaN,Stultz2020,"[""lambertw > 0"", ""A > 0"", ""C < 0""]",,,
2378-TCDF,51207-31-9,RtxDioxin2,-76.57,NaN,13273.0,NaN,9.31,NaN,284.38,NaN,38.458,NaN,77.408,NaN,-67203.0,NaN,-69.742,NaN,-82250.0,NaN,-102.93,NaN,90.0,0.0005555555555555556,NaN,NaN,NaN,NaN,Stultz2020,String[],PCDF,,
12378-PCDF,57117-41-6,RtxDioxin2,-86.03,NaN,14298.0,NaN,10.58,NaN,300.09,NaN,39.913,NaN,87.967,NaN,-68454.0,NaN,-68.62,NaN,-86935.0,NaN,-108.78,NaN,90.0,0.0005555555555555556,NaN,NaN,NaN,NaN,Stultz2020,String[],PCDF,,
23478-PCDF,57117-31-4,RtxDioxin2,-90.17,NaN,14777.0,NaN,11.11,NaN,302.54,NaN,39.542,NaN,92.374,NaN,-69687.0,NaN,-70.254,NaN,-89320.0,NaN,-112.82,NaN,90.0,0.0005555555555555556,NaN,NaN,NaN,NaN,Stultz2020,String[],PCDF,,
